mL,Sample,Channel,Time,Normalization,Value
0.02500000037252903,5,2475ChA ex280/em350,0.0833333283662796,Signal,0.8951225
0.02500000037252903,5,2475ChB ex488/em509,0.0833333283662796,Signal,3.419037
0.02500000037252903,6,2475ChA ex280/em350,0.0833333283662796,Signal,2.201904
0.02500000037252903,6,2475ChB ex488/em509,0.0833333283662796,Signal,3.156292
0.02500000037252903,7,2475ChA ex280/em350,0.0833333283662796,Signal,1.057865
0.02500000037252903,7,2475ChB ex488/em509,0.0833333283662796,Signal,3.796875
0.02500000037252903,8,2475ChA ex280/em350,0.0833333283662796,Signal,0.8222618
0.02500000037252903,8,2475ChB ex488/em509,0.0833333283662796,Signal,1.261078
0.027500001713633537,1,2475ChA ex280/em350,0.09166666865348816,Signal,4.839005
0.027500001713633537,1,2475ChB ex488/em509,0.09166666865348816,Signal,5.585369
0.027500001713633537,2,2475ChA ex280/em350,0.09166666865348816,Signal,1.493142
0.027500001713633537,2,2475ChB ex488/em509,0.09166666865348816,Signal,4.952705
0.027500001713633537,3,2475ChA ex280/em350,0.09166666865348816,Signal,1.572721
0.027500001713633537,3,2475ChB ex488/em509,0.09166666865348816,Signal,6.223064
0.027500001713633537,4,2475ChA ex280/em350,0.09166666865348816,Signal,1.363548
0.027500001713633537,4,2475ChB ex488/em509,0.09166666865348816,Signal,5.755959
0.027500001713633537,5,2475ChA ex280/em350,0.09166666865348816,Signal,1.400982
0.027500001713633537,5,2475ChB ex488/em509,0.09166666865348816,Signal,5.285248
0.027500001713633537,6,2475ChA ex280/em350,0.09166666865348816,Signal,3.330811
0.027500001713633537,6,2475ChB ex488/em509,0.09166666865348816,Signal,4.868206
0.027500001713633537,7,2475ChA ex280/em350,0.09166666865348816,Signal,1.632084
0.027500001713633537,7,2475ChB ex488/em509,0.09166666865348816,Signal,5.854492
0.027500001713633537,8,2475ChA ex280/em350,0.09166666865348816,Signal,1.267574
0.027500001713633537,8,2475ChB ex488/em509,0.09166666865348816,Signal,1.948578
0.030000001192092896,1,2475ChA ex280/em350,0.10000000149011612,Signal,7.057755
0.030000001192092896,1,2475ChB ex488/em509,0.10000000149011612,Signal,7.993572
0.030000001192092896,2,2475ChA ex280/em350,0.10000000149011612,Signal,2.495095
0.030000001192092896,2,2475ChB ex488/em509,0.10000000149011612,Signal,7.140205
0.030000001192092896,3,2475ChA ex280/em350,0.10000000149011612,Signal,2.227018
0.030000001192092896,3,2475ChB ex488/em509,0.10000000149011612,Signal,8.807049
0.030000001192092896,4,2475ChA ex280/em350,0.10000000149011612,Signal,1.929955
0.030000001192092896,4,2475ChB ex488/em509,0.10000000149011612,Signal,8.152443
0.030000001192092896,5,2475ChA ex280/em350,0.10000000149011612,Signal,2.011333
0.030000001192092896,5,2475ChB ex488/em509,0.10000000149011612,Signal,7.497162
0.030000001192092896,6,2475ChA ex280/em350,0.10000000149011612,Signal,4.606201
0.030000001192092896,6,2475ChB ex488/em509,0.10000000149011612,Signal,6.897503
0.030000001192092896,7,2475ChA ex280/em350,0.10000000149011612,Signal,2.306889
0.030000001192092896,7,2475ChB ex488/em509,0.10000000149011612,Signal,8.28418
0.030000001192092896,8,2475ChA ex280/em350,0.10000000149011612,Signal,1.791988
0.030000001192092896,8,2475ChB ex488/em509,0.10000000149011612,Signal,2.762054
0.03249999135732651,1,2475ChA ex280/em350,0.1083332970738411,Signal,9.666153
0.03249999135732651,1,2475ChB ex488/em509,0.1083332970738411,Signal,10.69181
0.03249999135732651,2,2475ChA ex280/em350,0.1083332970738411,Signal,3.936502
0.03249999135732651,2,2475ChB ex488/em509,0.1083332970738411,Signal,9.628487
0.03249999135732651,3,2475ChA ex280/em350,0.1083332970738411,Signal,2.935026
0.03249999135732651,3,2475ChB ex488/em509,0.1083332970738411,Signal,11.60881
0.03249999135732651,4,2475ChA ex280/em350,0.1083332970738411,Signal,2.543236
0.03249999135732651,4,2475ChB ex488/em509,0.1083332970738411,Signal,10.75401
0.03249999135732651,5,2475ChA ex280/em350,0.1083332970738411,Signal,2.682232
0.03249999135732651,5,2475ChB ex488/em509,0.1083332970738411,Signal,9.897552
0.03249999135732651,6,2475ChA ex280/em350,0.1083332970738411,Signal,5.907959
0.03249999135732651,6,2475ChB ex488/em509,0.1083332970738411,Signal,9.101604
0.03249999135732651,7,2475ChA ex280/em350,0.1083332970738411,Signal,3.037357
0.03249999135732651,7,2475ChB ex488/em509,0.1083332970738411,Signal,10.91406
0.03249999135732651,8,2475ChA ex280/em350,0.1083332970738411,Signal,2.356441
0.03249999135732651,8,2475ChB ex488/em509,0.1083332970738411,Signal,3.645844
0.03500001132488251,1,2475ChA ex280/em350,0.11666669696569443,Signal,12.49525
0.03500001132488251,1,2475ChB ex488/em509,0.11666669696569443,Signal,13.50138
0.03500001132488251,2,2475ChA ex280/em350,0.11666669696569443,Signal,5.770486
0.03500001132488251,2,2475ChB ex488/em509,0.11666669696569443,Signal,12.25056
0.03500001132488251,3,2475ChA ex280/em350,0.11666669696569443,Signal,3.638151
0.03500001132488251,3,2475ChB ex488/em509,0.11666669696569443,Signal,14.41056
0.03500001132488251,4,2475ChA ex280/em350,0.11666669696569443,Signal,3.153587
0.03500001132488251,4,2475ChB ex488/em509,0.11666669696569443,Signal,13.35166
0.03500001132488251,5,2475ChA ex280/em350,0.11666669696569443,Signal,3.35606
0.03500001132488251,5,2475ChB ex488/em509,0.11666669696569443,Signal,12.29697
0.03500001132488251,6,2475ChA ex280/em350,0.11666669696569443,Signal,7.099365
0.03500001132488251,6,2475ChB ex488/em509,0.11666669696569443,Signal,11.30668
0.03500001132488251,7,2475ChA ex280/em350,0.11666669696569443,Signal,3.760014
0.03500001132488251,7,2475ChB ex488/em509,0.11666669696569443,Signal,13.5332
0.03500001132488251,8,2475ChA ex280/em350,0.11666669696569443,Signal,2.916988
0.03500001132488251,8,2475ChB ex488/em509,0.11666669696569443,Signal,4.531586
0.03750000149011612,1,2475ChA ex280/em350,0.125,Signal,15.55385
0.03750000149011612,1,2475ChB ex488/em509,0.125,Signal,16.28849
0.03750000149011612,2,2475ChA ex280/em350,0.125,Signal,7.82908
0.03750000149011612,2,2475ChB ex488/em509,0.125,Signal,14.80622
0.03750000149011612,3,2475ChA ex280/em350,0.125,Signal,4.278776
0.03750000149011612,3,2475ChB ex488/em509,0.125,Signal,16.98869
0.03750000149011612,4,2475ChA ex280/em350,0.125,Signal,3.711205
0.03750000149011612,4,2475ChB ex488/em509,0.125,Signal,15.74131
0.03750000149011612,5,2475ChA ex280/em350,0.125,Signal,3.972271
0.03750000149011612,5,2475ChB ex488/em509,0.125,Signal,14.49911
0.03750000149011612,6,2475ChA ex280/em350,0.125,Signal,8.051514
0.03750000149011612,6,2475ChB ex488/em509,0.125,Signal,13.34672
0.03750000149011612,7,2475ChA ex280/em350,0.125,Signal,4.419193
0.03750000149011612,7,2475ChB ex488/em509,0.125,Signal,15.93262
0.03750000149011612,8,2475ChA ex280/em350,0.125,Signal,3.429684
0.03750000149011612,8,2475ChB ex488/em509,0.125,Signal,5.349945
0.03999999165534973,1,2475ChA ex280/em350,0.13333329558372498,Signal,18.71596
0.03999999165534973,1,2475ChB ex488/em509,0.13333329558372498,Signal,18.90763
0.03999999165534973,2,2475ChA ex280/em350,0.13333329558372498,Signal,9.867166
0.03999999165534973,2,2475ChB ex488/em509,0.13333329558372498,Signal,17.08454
0.03999999165534973,3,2475ChA ex280/em350,0.13333329558372498,Signal,4.811003
0.03999999165534973,3,2475ChB ex488/em509,0.13333329558372498,Signal,19.16252
0.03999999165534973,4,2475ChA ex280/em350,0.13333329558372498,Signal,4.177025
0.03999999165534973,4,2475ChB ex488/em509,0.13333329558372498,Signal,17.75205
0.03999999165534973,5,2475ChA ex280/em350,0.13333329558372498,Signal,4.48106
0.03999999165534973,5,2475ChB ex488/em509,0.13333329558372498,Signal,16.34091
0.03999999165534973,6,2475ChA ex280/em350,0.13333329558372498,Signal,8.668701
0.03999999165534973,6,2475ChB ex488/em509,0.13333329558372498,Signal,15.07621
0.03999999165534973,7,2475ChA ex280/em350,0.13333329558372498,Signal,4.965092
0.03999999165534973,7,2475ChB ex488/em509,0.13333329558372498,Signal,17.94043
0.03999999165534973,8,2475ChA ex280/em350,0.13333329558372498,Signal,3.854488
0.03999999165534973,8,2475ChB ex488/em509,0.13333329558372498,Signal,6.037445
0.04250001162290573,1,2475ChA ex280/em350,0.1416666954755783,Signal,21.72475
